,ADDRESS_CITY,ADDRESS_NAME,ADDRESS_STATE,ADDRESS_STR1,ADDRESS_STR2,ADDRESS_ZIP,AGCYTYPE,CITY,COMMENT,CONGDIST1,CONGDIST2_18,COUNTY,COUNTYNAME,CSLLEA08_FULLTIME_CIVILIAN,CSLLEA08_FULLTIME_SWORN,CSLLEA08_ID_x,CSLLEA08_ID_y,CSLLEA08_PARTTIME_CIVILIAN,CSLLEA08_PARTTIME_SWORN,CSLLEA_SUB,DISTNAME,FCOUNTY,FIPS_COUNTY,FIPS_ST,FIPS_x,FIPS_y,FPLACE,FSTATE,GOVID,INTPTLAT,INTPTLONG,LEAR_FULLTIME_SWORN,LEAR_ID,LEAR_PARTTIME_SWORN,LEMAS13_FULLTIME_CIVILIAN,LEMAS13_FULLTIME_SWORN,LEMAS13_PARTTIME_CIVILIAN,LEMAS13_PARTTIME_SWORN,LEMAS_ID,LG_NAME,LG_POPULATION,NAME_x,NAME_y,NO_POLICING,Name,ORI7_x,ORI7_y,ORI9,ORI9_x,ORI9_y,PARTOF,PE14_DIVISION_REGION,PE14_FEMALE_CIVILIANS,PE14_FEMALE_OFFICERS,PE14_FEMALE_TOTAL,PE14_MALE_CIVILIANS,PE14_MALE_OFFICERS,PE14_MALE_TOTAL,PE14_MSA,PE14_POPULATION,PE14_TOTAL_EMPLOYEES,REPORT_FLAG,SAMPTYPE,SOURCE,SOURCE_CSLLEA2008,SOURCE_NCIC2012,SOURCE_UCR2010,SOURCE_UCR2011,SOURCE_UCR2012,SOURCE_VENDOR,STATE,STATENAME,STREET_ADDRESS,SUBTYPE1,SUBTYPE2,UA,UANAME,U_CNTY,U_POPGRP,U_STATENO,U_TPOP,ZIP
618,WOODBINE,NEW JERSEY STATE POLICE WOODBINE STATION,NJ, , , ,5.0,, ,2.0, ,,CAPE MAY,,,-1.0,,,,0.0,District of New Jersey,9.0,9.0,34.0,34009.0,,81890.0,34.0,310000000.0,39.086142,-74.847716,,,,,,,,-1.0,State of New Jersey,888888888.0,NEW JERSEY STATE POLICE WOODBINE STA WOODBINE,,,,-1,,NJNSP3500,,,1.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,3898.0,"Atlantic City, NJ Urbanized Area",-1.0,-1,-1.0,-1.0,
619,CAPE MAY COURT HOUSE,CAPE MAY COUNTY PROSECUTOR'S OFFICE,NJ,DN-110,4 MOORE ROAD,08210,6.0,, ,2.0, ,,CAPE MAY,,,13842080.0,,,,1.0,District of New Jersey,9.0,9.0,34.0,34009.0,,99009.0,34.0,311005005.0,39.086142,-74.847716,,,,,,,,-1.0,CAPE MAY COUNTY,888888888.0,CAPE MAY COUNTY PROSECUTOR'S OFFICE,,,,NJ00589,,NJ0058900,,,0.0,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.0,,NEW JERSEY,,4.0,41.0,-1.0,_Not a Census place,5.0,9D,29.0,0.0,
620,CAPE MAY, ,NJ, , , ,5.0,, ,2.0, ,,CAPE MAY,,,-1.0,,,,0.0,District of New Jersey,9.0,9.0,34.0,34009.0,,99009.0,34.0,310000000.0,39.086142,-74.847716,,,,,,,,-1.0,State of New Jersey,888888888.0,SPT CAPE MAY CO,,,,NJ005PT,,NJ005PT00,,,1.0,,,,,,,,,,,2.0,,,0.0,0.0,1.0,1.0,1.0,0.0,,NEW JERSEY,,888.0,888.0,-1.0,_Not a Census place,5.0,9D,29.0,0.0,
621,CAPE MAY,STATE POLICE: CAPE MAY COUNTY,NJ, , ,08204,5.0,, ,2.0, ,,CAPE MAY,,,-1.0,,,,0.0,District of New Jersey,9.0,9.0,34.0,34009.0,,99009.0,34.0,310000000.0,39.086142,-74.847716,,,,,,,,-1.0,State of New Jersey,888888888.0,SP: CAPE MAY COUNTY,,,,NJ005SP,,NJ005SP00,,,1.0,,,,,,,,,,,1.0,,,0.0,0.0,1.0,1.0,1.0,0.0,,NEW JERSEY,,888.0,888.0,-1.0,_Not a Census place,5.0,9C,29.0,21272.0,
622,BRIDGETON,BRIDGETON BOARD OF EDUCATION POLICE,NJ,41 BANK STREET, ,08302,6.0,, ,2.0, ,,CUMBERLAND,,,13921990.0,,,,1.0,District of New Jersey,11.0,11.0,34.0,34011.0,,7600.0,34.0,315006501.0,39.328387,-75.121644,,,,,,,,-1.0,BRIDGETON CITY SCH DIST,888888888.0,BRIDGETON BOARD OF EDUCATION POLICE,,,,-1,,NJ0061700,,,0.0,,,,,,,,,,,2.0,,,1.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,1.0,14.0,10189.0,"Bridgeton, NJ Urban Cluster",-1.0,-1,-1.0,-1.0,
623,BRIDGETON,STATE POLICE,NJ, , , ,5.0,, ,2.0, ,,CUMBERLAND,,,-1.0,,,,0.0,District of New Jersey,11.0,11.0,34.0,34011.0,,7600.0,34.0,310000000.0,39.328387,-75.121644,,,,,,,,-1.0,State of New Jersey,888888888.0,SP BRIDGETON,,,,-1,,NJNSP2200,,,1.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,10189.0,"Bridgeton, NJ Urban Cluster",-1.0,-1,-1.0,-1.0,
624,PORT NORRIS,COMMERCIAL TOWNSHIP PD,NJ, , , ,0.0,, ,2.0, ,,CUMBERLAND,,,-1.0,,,,0.0,District of New Jersey,11.0,11.0,34.0,34011.0,,14710.0,34.0,313006001.0,39.328387,-75.121644,,,,,,,,-1.0,COMMERCIAL TOWNSHIP,5178.0,COMMERCIAL TOWNSHIP PD PORT NORRIS,,,,-1,,NJ0060200,,,0.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,-1.0,_Not a Census place,-1.0,-1,-1.0,-1.0,
625,ROSENHAYN,DEERFIELD TOWNSHIP,NJ, , ,08352,0.0,, ,2.0, ,,CUMBERLAND,,,-1.0,,,,0.0,District of New Jersey,11.0,11.0,34.0,34011.0,,16900.0,34.0,313006002.0,39.328387,-75.121644,,,,,,,,-1.0,DEERFIELD TOWNSHIP,3119.0,DEERFIELD TWP PD ROSENHAYN,,,,NJ00603,,NJ0060300,,,0.0,,,,,,,,,,,2.0,,,0.0,1.0,1.0,1.0,1.0,0.0,,NEW JERSEY,,888.0,888.0,-1.0,_Not a Census place,6.0,6,29.0,3147.0,
626,DIVIDING CREEK,DOWNE TOWNSHIP PD,NJ, , , ,0.0,, ,2.0, ,,CUMBERLAND,,,-1.0,,,,0.0,District of New Jersey,11.0,11.0,34.0,34011.0,,18220.0,34.0,313006003.0,39.328387,-75.121644,,,,,,,,-1.0,DOWNE TOWNSHIP,1585.0,DOWNE TWP PD DIVIDING CREEK,,,,-1,,NJ0060400,,,0.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,-1.0,_Not a Census place,-1.0,-1,-1.0,-1.0,
627,FAIRTON,FAIRFIELD TOWNSHIP POLICE DEPT,NJ, , ,08320,0.0,, ,2.0, ,,CUMBERLAND,,,-1.0,,,,0.0,District of New Jersey,11.0,11.0,34.0,34011.0,,22350.0,34.0,313006004.0,39.328387,-75.121644,,,,,,,,-1.0,FAIRFIELD TOWNSHIP,6295.0,FAIRFIELD TWP PD FAIRTON,,,,NJ00605,,NJ0060500,,,0.0,,,,,,,,,,,1.0,,,0.0,1.0,1.0,1.0,1.0,0.0,,NEW JERSEY,,888.0,888.0,-1.0,_Not a Census place,6.0,6,29.0,6450.0,
628,SHILOH,GREENWICH TOWNSHIP PD,NJ, , , ,0.0,, ,2.0, ,,CUMBERLAND,,,-1.0,,,,0.0,District of New Jersey,11.0,11.0,34.0,34011.0,,28170.0,34.0,313006005.0,39.328387,-75.121644,,,,,,,,-1.0,GREENWICH TOWNSHIP,804.0,GREENWICH TWP PD SHILOH,,,,-1,,NJ0060600,,,0.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,-1.0,_Not a Census place,-1.0,-1,-1.0,-1.0,
629,BRIDGETON,HOPEWELL TOWNSHIP PD,NJ, , , ,0.0,, ,2.0, ,,CUMBERLAND,,,-1.0,,,,0.0,District of New Jersey,11.0,11.0,34.0,34011.0,,33120.0,34.0,313006006.0,39.328387,-75.121644,,,,,,,,-1.0,HOPEWELL TOWNSHIP,4571.0,HOPEWELL TWP PD BRIDGETON,,,,-1,,NJ0060700,,,0.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,-1.0,_Not a Census place,-1.0,-1,-1.0,-1.0,
630,CEDARVILLE,LAWRENCE TOWNSHIP POLICE DEPT,NJ, , ,08311,0.0,, ,2.0, ,,CUMBERLAND,,,-1.0,,,,0.0,District of New Jersey,11.0,11.0,34.0,34011.0,,39450.0,34.0,313006007.0,39.328387,-75.121644,,,,,,,,-1.0,LAWRENCE TOWNSHIP,3290.0,LAWRENCE TWP PD CEDARVILLE,,,,NJ00608,,NJ0060800,,,0.0,,,,,,,,,,,1.0,,,0.0,1.0,1.0,1.0,1.0,0.0,,NEW JERSEY,,888.0,888.0,-1.0,_Not a Census place,6.0,6,29.0,3319.0,
631,LEESBURG,MAURICE RIVER TOWNSHIP PD,NJ, , , ,0.0,, ,2.0, ,,CUMBERLAND,,,-1.0,,,,0.0,District of New Jersey,11.0,11.0,34.0,34011.0,,44580.0,34.0,313006008.0,39.328387,-75.121644,,,,,,,,-1.0,MAURICE RIVER TOWNSHIP,7976.0,MAURICE RIVER TWP PD LEESBURG,,,,-1,,NJ0060900,,,0.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,-1.0,_Not a Census place,-1.0,-1,-1.0,-1.0,
632,PORT NORRIS,STATE POLICE,NJ, , , ,5.0,, ,2.0, ,,CUMBERLAND,,,-1.0,,,,0.0,District of New Jersey,11.0,11.0,34.0,34011.0,,60510.0,34.0,310000000.0,39.328387,-75.121644,,,,,,,,-1.0,State of New Jersey,888888888.0,SP PORT NORRIS,,,,-1,,NJNSP2800,,,1.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,-1.0,_Not a Census place,-1.0,-1,-1.0,-1.0,
633,PORT NORRIS,STATE POLICE BIVALVE,NJ, , , ,5.0,, ,2.0, ,,CUMBERLAND,,,-1.0,,,,0.0,District of New Jersey,11.0,11.0,34.0,34011.0,,60510.0,34.0,310000000.0,39.328387,-75.121644,,,,,,,,-1.0,State of New Jersey,888888888.0,STATE POLICE BIVALVE,,,,-1,,NJNSP9400,,,1.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,-1.0,_Not a Census place,-1.0,-1,-1.0,-1.0,
634,SHILOH,SHILOH PD,NJ, , , ,0.0,, ,2.0, ,,CUMBERLAND,,,-1.0,,,,0.0,District of New Jersey,11.0,11.0,34.0,34011.0,,67020.0,34.0,312006003.0,39.328387,-75.121644,,,,,,,,-1.0,SHILOH BOROUGH,516.0,SHILOH PD,,,,-1,,NJ0061100,,,0.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,10189.0,"Bridgeton, NJ Urban Cluster",-1.0,-1,-1.0,-1.0,
635,BRIDGETON,STOW CREEK TOWNSHIP PD,NJ, , , ,0.0,, ,2.0, ,,CUMBERLAND,,,-1.0,,,,0.0,District of New Jersey,11.0,11.0,34.0,34011.0,,71160.0,34.0,313006009.0,39.328387,-75.121644,,,,,,,,-1.0,STOW CREEK TOWNSHIP,1431.0,STOW CREEK TWP PD BRIDGETON,,,,-1,,NJ0061200,,,0.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,-1.0,_Not a Census place,-1.0,-1,-1.0,-1.0,
636,SEABROOK,UPPER DEERFIELD TOWNSHIP PD,NJ, , ,08302,0.0,, ,2.0, ,,CUMBERLAND,,,-1.0,,,,0.0,District of New Jersey,11.0,11.0,34.0,34011.0,,74870.0,34.0,313006010.0,39.328387,-75.121644,,,,,,,,-1.0,UPPER DEERFIELD TOWNSHIP,7660.0,UPPER DEERFIELD TWP PD SEABROOK,,,,NJ00613,,NJ0061300,,,0.0,,,,,,,,,,,1.0,,,0.0,1.0,1.0,1.0,1.0,0.0,,NEW JERSEY,,888.0,888.0,-1.0,_Not a Census place,6.0,6,29.0,7729.0,
637,VINELAND,VINELAND DEVELOPMENTAL CENTER PATROL OFFICERS,NJ, , , ,6.0,, ,2.0, ,,CUMBERLAND,,,-1.0,,,,0.0,District of New Jersey,11.0,11.0,34.0,34011.0,,76070.0,34.0,310000000.0,39.328387,-75.121644,,,,,,,,-1.0,State of New Jersey,888888888.0,VINELAND DEV CTR PATROL OFFICERS VINELAND,,,,-1,,NJ0061500,,,0.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,1.0,19.0,90730.0,"Vineland, NJ Urbanized Area",-1.0,-1,-1.0,-1.0,
638,VINELAND,NEW JERSEY HOME FOR DISABLED SOLDIERS PATROL OFFICERS,NJ, , , ,6.0,, ,2.0, ,,CUMBERLAND,,,-1.0,,,,0.0,District of New Jersey,11.0,11.0,34.0,34011.0,,76070.0,34.0,310000000.0,39.328387,-75.121644,,,,,,,,-1.0,State of New Jersey,888888888.0,NJ HOME DISABLED SOLDIERS PATROL OFF VINELAND,,,,-1,,NJ0061600,,,0.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,1.0,15.0,90730.0,"Vineland, NJ Urbanized Area",-1.0,-1,-1.0,-1.0,
639,BRIDGETON,CUMBERLAND COUNTY PROSECUTOR'S CHIEF,NJ,43 FAYETTE STREET, ,08302,6.0,, ,2.0, ,,CUMBERLAND,,,13084500.0,,,,1.0,District of New Jersey,11.0,11.0,34.0,34011.0,,99011.0,34.0,311006006.0,39.328387,-75.121644,,,,,,,,-1.0,CUMBERLAND COUNTY,888888888.0,CUMBERLAND COUNTY PROSECUTOR'S CHIEF,,,,NJ00689,,NJ0068900,,,0.0,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.0,,NEW JERSEY,,4.0,41.0,-1.0,_Not a Census place,6.0,9D,29.0,0.0,
640,CUMBERLAND, ,NJ, , , ,5.0,, ,2.0, ,,CUMBERLAND,,,-1.0,,,,0.0,District of New Jersey,11.0,11.0,34.0,34011.0,,99011.0,34.0,310000000.0,39.328387,-75.121644,,,,,,,,-1.0,State of New Jersey,888888888.0,SPT CUMBERLAND CO,,,,NJ006PT,,NJ006PT00,,,1.0,,,,,,,,,,,2.0,,,0.0,0.0,1.0,1.0,1.0,0.0,,NEW JERSEY,,888.0,888.0,-1.0,_Not a Census place,6.0,9D,29.0,0.0,
641,BRIDGETON,STATE POLICE: CUMBERLAND CNTY,NJ, , ,08302,5.0,, ,2.0, ,,CUMBERLAND,,,-1.0,,,,0.0,District of New Jersey,11.0,11.0,34.0,34011.0,,99011.0,34.0,310000000.0,39.328387,-75.121644,,,,,,,,-1.0,State of New Jersey,888888888.0,SP: CUMBERLAND COUNTY,,,,NJ006SP,,NJ006SP00,,,1.0,,,,,,,,,,,1.0,,,0.0,0.0,1.0,1.0,1.0,0.0,,NEW JERSEY,,888.0,888.0,-1.0,_Not a Census place,6.0,9B,29.0,42588.0,
642,BLOOMFIELD,STATE POLICE  PARKWAY,NJ, , , ,5.0,, ,7.0,08 10 11,,ESSEX,,,-1.0,,,,0.0,District of New Jersey,13.0,13.0,34.0,34013.0,,6250.0,34.0,310000000.0,40.787216,-74.246136,,,,,,,,-1.0,State of New Jersey,888888888.0,SP PKWY BLOOMFIELD,,,,-1,,NJNSP8500,,,1.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,-1.0,_Not a Census place,-1.0,-1,-1.0,-1.0,
643,WEST ORANGE,DHHS/FOOD AND DRUG ADMINISTRATION INVESTIGATIONS BRANCH,NJ, , , ,6.0,, ,10.0, ,,ESSEX,,,-1.0,,,,0.0,District of New Jersey,13.0,13.0,34.0,34013.0,,19390.0,34.0,310000000.0,40.787216,-74.246136,,,,,,,,-1.0,State of New Jersey,888888888.0,FOOD AND DRUG ADMIN INVEST BRANCH EAST ORANGE,,,,-1,,NJFDA0100,,,0.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,5.0,52.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",-1.0,-1,-1.0,-1.0,
644,FAIRFIELD,NJSP FAIRFIELD INTERNAL AFFAIRS BUREAU,NJ, , , ,5.0,, ,11.0, ,,ESSEX,,,-1.0,,,,0.0,District of New Jersey,13.0,13.0,34.0,34013.0,,22385.0,34.0,310000000.0,40.787216,-74.246136,,,,,,,,-1.0,State of New Jersey,888888888.0,NJ STATE POLICE FAIRFIELD INTERNAL AFFAIRS BUR,,,,-1,,NJNSP1200,,,1.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,-1.0,_Not a Census place,-1.0,-1,-1.0,-1.0,
645,IRVINGTON,NEW JERSEY STATE POLICE METRO NORTH STATION,NJ, , , ,5.0,, ,7.0,08 10 11,,ESSEX,,,-1.0,,,,0.0,District of New Jersey,13.0,13.0,34.0,34013.0,,34440.0,34.0,310000000.0,40.787216,-74.246136,,,,,,,,-1.0,State of New Jersey,888888888.0,NJSP METRO NORTH STATION,,,,-1,,NJNSPI300,,,1.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,-1.0,_Not a Census place,-1.0,-1,-1.0,-1.0,
646,TRENTON,"NEW JERSEY DIVISION OF ALCOHOLIC BEVERAGE CONTROL, INVESTIGATIONS",NJ,140 E. FRONT ST.,P.O. BOX 087,08625,6.0,, ,8.0,10,,ESSEX,,,13740370.0,,,,1.0,District of New Jersey,13.0,13.0,34.0,34013.0,,51000.0,34.0,310000000.0,40.787216,-74.246136,,,,,,,,-1.0,State of New Jersey,888888888.0,"NEW JERSEY DIVISION OF ALCOHOLIC BEVERAGE CONTROL,",,,,NJ00724,,NJ0072400,,,0.0,,,,,,,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,0.0,,NEW JERSEY,,5.0,51.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",7.0,7,29.0,0.0,
647,NEWARK,BOARD OF EDUCATION SECURITY SERVICES,NJ, , , ,6.0,, ,8.0,10,,ESSEX,,,-1.0,,,,0.0,District of New Jersey,13.0,13.0,34.0,34013.0,,51000.0,34.0,310000000.0,40.787216,-74.246136,,,,,,,,-1.0,State of New Jersey,888888888.0,BOARD OF EDUCATION SECURITY SERVICES NEWARK,,,,-1,,NJ0073300,,,0.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,1.0,14.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",-1.0,-1,-1.0,-1.0,
648,NEWARK,NEWARK POLICE DEPARTMENT,NJ, , , ,0.0,, ,8.0,10,,ESSEX,,,-1.0,,,,0.0,District of New Jersey,13.0,13.0,34.0,34013.0,,51000.0,34.0,312007009.0,40.787216,-74.246136,,,,,,,,3.12007009026e+15,NEWARK CITY,277140.0,NEWARK POLICE DEPARTMENT,,,,-1,,NJNPD1000,,,1.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",-1.0,-1,-1.0,-1.0,
649,NEWARK,NEWARK POLICE DEPARTMENT,NJ, , , ,0.0,, ,8.0,10,,ESSEX,,,-1.0,,,,0.0,District of New Jersey,13.0,13.0,34.0,34013.0,,51000.0,34.0,312007009.0,40.787216,-74.246136,,,,,,,,-1.0,NEWARK CITY,277140.0,NEWARK POLICE DEPARTMENT,,,,-1,,NJNPD1100,,,1.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",-1.0,-1,-1.0,-1.0,
650,NEWARK,NEWARK POLICE DEPARTMENT,NJ, , , ,0.0,, ,8.0,10,,ESSEX,,,-1.0,,,,0.0,District of New Jersey,13.0,13.0,34.0,34013.0,,51000.0,34.0,312007009.0,40.787216,-74.246136,,,,,,,,-1.0,NEWARK CITY,277140.0,NEWARK POLICE DEPARTMENT,,,,-1,,NJNPD1200,,,1.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",-1.0,-1,-1.0,-1.0,
651,NEWARK,NEWARK POLICE DEPARTMENT,NJ, , , ,0.0,, ,8.0,10,,ESSEX,,,-1.0,,,,0.0,District of New Jersey,13.0,13.0,34.0,34013.0,,51000.0,34.0,312007009.0,40.787216,-74.246136,,,,,,,,-1.0,NEWARK CITY,277140.0,NEWARK POLICE DEPARTMENT,,,,-1,,NJNPD1300,,,1.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",-1.0,-1,-1.0,-1.0,
652,NEWARK,NEWARK POLICE DEPARTMENT,NJ, , , ,0.0,, ,8.0,10,,ESSEX,,,-1.0,,,,0.0,District of New Jersey,13.0,13.0,34.0,34013.0,,51000.0,34.0,312007009.0,40.787216,-74.246136,,,,,,,,-1.0,NEWARK CITY,277140.0,NEWARK POLICE DEPARTMENT,,,,-1,,NJNPD1400,,,1.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",-1.0,-1,-1.0,-1.0,
653,NEWARK,NEWARK POLICE DEPARTMENT,NJ, , , ,0.0,, ,8.0,10,,ESSEX,,,-1.0,,,,0.0,District of New Jersey,13.0,13.0,34.0,34013.0,,51000.0,34.0,312007009.0,40.787216,-74.246136,,,,,,,,-1.0,NEWARK CITY,277140.0,NEWARK POLICE DEPARTMENT,,,,-1,,NJNPD1500,,,1.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",-1.0,-1,-1.0,-1.0,
654,NEWARK,NEWARK POLICE DEPARTMENT,NJ, , , ,0.0,, ,8.0,10,,ESSEX,,,-1.0,,,,0.0,District of New Jersey,13.0,13.0,34.0,34013.0,,51000.0,34.0,312007009.0,40.787216,-74.246136,,,,,,,,-1.0,NEWARK CITY,277140.0,NEWARK POLICE DEPARTMENT,,,,-1,,NJNPD3000,,,1.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",-1.0,-1,-1.0,-1.0,
655,NEWARK,NEWARK POLICE DEPARTMENT SPECIAL VICTIMS UNIT,NJ, , , ,0.0,, ,8.0,10,,ESSEX,,,-1.0,,,,0.0,District of New Jersey,13.0,13.0,34.0,34013.0,,51000.0,34.0,312007009.0,40.787216,-74.246136,,,,,,,,-1.0,NEWARK CITY,277140.0,NEWARK POLICE DEPARTMENT,,,,-1,,NJNPD4000,,,1.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",-1.0,-1,-1.0,-1.0,
656,NEWARK,NEWARK POLICE DEPARTMENT,NJ, , , ,0.0,, ,8.0,10,,ESSEX,,,-1.0,,,,0.0,District of New Jersey,13.0,13.0,34.0,34013.0,,51000.0,34.0,312007009.0,40.787216,-74.246136,,,,,,,,-1.0,NEWARK CITY,277140.0,NEWARK POLICE DEPARTMENT,,,,-1,,NJNPD5000,,,1.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",-1.0,-1,-1.0,-1.0,
657,NEWARK,NEWARK POLICE DEPARTMENT,NJ, , , ,0.0,, ,8.0,10,,ESSEX,,,-1.0,,,,0.0,District of New Jersey,13.0,13.0,34.0,34013.0,,51000.0,34.0,312007009.0,40.787216,-74.246136,,,,,,,,-1.0,NEWARK CITY,277140.0,NEWARK POLICE DEPARTMENT,,,,-1,,NJNPD6000,,,1.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",-1.0,-1,-1.0,-1.0,
658,NEWARK,NEWARK POLICE DEPARTMENT,NJ, , , ,0.0,, ,8.0,10,,ESSEX,,,-1.0,,,,0.0,District of New Jersey,13.0,13.0,34.0,34013.0,,51000.0,34.0,312007009.0,40.787216,-74.246136,,,,,,,,-1.0,NEWARK CITY,277140.0,NEWARK POLICE DEPARTMENT,,,,-1,,NJNPD7000,,,1.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",-1.0,-1,-1.0,-1.0,
659,NEWARK,STATE POLICE CRIMINAL JUSTICE INFORMATION SYSTEM,NJ, , , ,5.0,, ,8.0,10,,ESSEX,,,-1.0,,,,0.0,District of New Jersey,13.0,13.0,34.0,34013.0,,51000.0,34.0,310000000.0,40.787216,-74.246136,,,,,,,,-1.0,State of New Jersey,888888888.0,SP CRIM JUST INFO SYS REGIONAL TERMINAL NEWARK,,,,-1,,NJNSP5600,,,1.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",-1.0,-1,-1.0,-1.0,
660,NEWARK,STATE POLICE  TURNPIKE,NJ, , , ,5.0,, ,8.0,10,,ESSEX,,,-1.0,,,,0.0,District of New Jersey,13.0,13.0,34.0,34013.0,,51000.0,34.0,310000000.0,40.787216,-74.246136,,,,,,,,-1.0,State of New Jersey,888888888.0,SP TNPKE NEWARK,,,,-1,,NJNSP8100,,,1.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",-1.0,-1,-1.0,-1.0,
661,NEWARK,STATE POLICE NEWARK BAY,NJ, , , ,5.0,, ,8.0,10,,ESSEX,,,-1.0,,,,0.0,District of New Jersey,13.0,13.0,34.0,34013.0,,51000.0,34.0,310000000.0,40.787216,-74.246136,,,,,,,,-1.0,State of New Jersey,888888888.0,STATE POLICE NEWARK BAY,,,,-1,,NJNSP9000,,,1.0,,,,,,,,,,,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,NEW JERSEY,,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",-1.0,-1,-1.0,-1.0,
